Age,MaritalStatus,EmploymentStatus,EducationLevel,AnnualIncome,NetWorth,CreditScore,TotalLiabilities,TotalDebtToIncomeRatio,LoanAmount,LoanDuration,InterestRate
30.0,1.0,0.0,3.0,17439.0,7765.0,389.0,22542.0,1.5697729051514655,19909.0,12.0,0.2655316447006841
59.0,1.0,0.0,3.0,101478.0,8718.0,601.0,50999.0,0.126898383333854,11687.0,36.0,0.1810283317066739
30.0,1.0,0.0,3.0,38544.0,8832.0,536.0,55003.0,0.662298640889861,35162.0,24.0,0.2073815731983444
32.0,0.0,0.0,3.0,46253.0,89657.0,532.0,18485.0,0.6555966328181042,51518.0,60.0,0.2345926095509906
34.0,1.0,0.0,3.0,19184.0,7892.0,603.0,355720.0,0.5414824899344717,16311.0,72.0,0.2290604006518607
51.0,0.0,0.0,2.0,128457.0,1512.0,585.0,38871.0,0.0562555037150534,10254.0,48.0,0.1948036939770392
73.0,1.0,0.0,2.0,94678.0,49705.0,696.0,64099.0,0.2104982691194492,39079.0,48.0,0.1828610483011324
18.0,2.0,0.0,1.0,67320.0,11007.0,450.0,12571.0,0.1050133497057348,7761.0,96.0,0.2871817400468667
51.0,1.0,0.0,3.0,36141.0,111099.0,589.0,11449.0,0.4019018786248683,22170.0,36.0,0.2180329692018566
38.0,1.0,0.0,0.0,26886.0,1044.0,632.0,9641.0,0.3775480192300661,17640.0,72.0,0.1805682800974325
38.0,2.0,0.0,1.0,44395.0,47143.0,586.0,5633.0,0.2595281294229721,22234.0,60.0,0.2239998214523302
18.0,1.0,0.0,1.0,17486.0,117699.0,548.0,16613.0,0.931707563181706,36605.0,120.0,0.3020989304169894
56.0,0.0,0.0,0.0,18248.0,192648.0,574.0,11483.0,1.018569210587213,16443.0,24.0,0.1736984562994106
20.0,2.0,1.0,1.0,15000.0,18144.0,524.0,12618.0,0.6378838267763144,11028.0,72.0,0.2708909622431262
58.0,1.0,0.0,3.0,79992.0,85413.0,555.0,13989.0,0.1785788130129906,24981.0,48.0,0.2457634171607333
53.0,2.0,0.0,1.0,96583.0,37150.0,627.0,13557.0,0.273788239524856,58182.0,72.0,0.2230982773329794
31.0,1.0,0.0,3.0,153227.0,10402.0,607.0,31416.0,0.0889142562161716,13032.0,60.0,0.1959508282450345
18.0,1.0,0.0,1.0,75604.0,6536.0,457.0,68699.0,0.4156364269250775,47200.0,48.0,0.2993314321974248
36.0,1.0,0.0,3.0,145502.0,33540.0,606.0,12540.0,0.2899990634687567,60321.0,24.0,0.2578686162048197
42.0,1.0,0.0,1.0,18600.0,2991.0,580.0,92771.0,1.389230355399514,36101.0,36.0,0.2079479941881431
35.0,2.0,2.0,1.0,171188.0,495471.0,528.0,25647.0,0.1073135104709811,48682.0,96.0,0.2930307586356375
23.0,2.0,0.0,3.0,47726.0,33075.0,565.0,8850.0,0.2794660395672407,21552.0,48.0,0.2040398781729615
46.0,1.0,0.0,1.0,47885.0,96702.0,587.0,26156.0,0.2521865727210679,16879.0,60.0,0.2149325475821289
41.0,2.0,0.0,3.0,37504.0,17814.0,555.0,22855.0,0.339154104998753,20745.0,84.0,0.3041556591397949
39.0,2.0,0.0,1.0,69965.0,68081.0,601.0,5377.0,0.2060630542337531,29796.0,108.0,0.2858794891570525
52.0,1.0,0.0,0.0,27564.0,1525.0,611.0,34090.0,0.4483056057200995,25693.0,60.0,0.2303117058281305
42.0,2.0,0.0,1.0,63166.0,88680.0,623.0,65883.0,0.3330305912858129,16577.0,48.0,0.1846856138578078
52.0,0.0,0.0,3.0,35260.0,737805.0,573.0,40648.0,0.6544027271933981,25789.0,24.0,0.1922855586778113
38.0,0.0,0.0,3.0,80985.0,5403.0,457.0,41907.0,0.2221757378825817,20459.0,60.0,0.3035676669322217
44.0,1.0,0.0,3.0,49379.0,116064.0,488.0,22586.0,0.2495899813067237,16228.0,72.0,0.3084139113924208
33.0,3.0,2.0,3.0,31253.0,161849.0,568.0,135301.0,0.3081472218010271,10466.0,24.0,0.2153253820896515
39.0,2.0,0.0,0.0,88279.0,29534.0,493.0,5072.0,0.3347674550526648,22536.0,12.0,0.2351826312464814
41.0,2.0,0.0,2.0,99682.0,154025.0,618.0,15429.0,0.1886893758001827,45856.0,60.0,0.2370754490035967
33.0,0.0,0.0,1.0,30011.0,3612.0,636.0,76740.0,0.2330303099491898,9158.0,36.0,0.1923595902354998
55.0,1.0,0.0,3.0,23284.0,5950.0,636.0,99635.0,0.7225906178783464,20076.0,24.0,0.1756550882055493
58.0,1.0,0.0,3.0,35372.0,119179.0,612.0,4752.0,0.5796511273150141,25313.0,24.0,0.1969996578311956
41.0,0.0,0.0,1.0,52927.0,9091.0,604.0,129778.0,0.4834467240477905,34499.0,48.0,0.1942527018150832
48.0,1.0,0.0,1.0,59809.0,120737.0,563.0,4616.0,0.3409796879307331,36871.0,84.0,0.2652320265441837
33.0,1.0,0.0,1.0,29750.0,32200.0,560.0,9998.0,0.3763052460270033,22399.0,108.0,0.2615632789115399
24.0,2.0,0.0,3.0,37828.0,88219.0,533.0,9297.0,0.6181213736727762,16229.0,12.0,0.2437120848084349
38.0,1.0,0.0,0.0,15000.0,59439.0,594.0,37577.0,1.3568192658148095,38274.0,36.0,0.2171296159469924
31.0,1.0,0.0,0.0,37019.0,8764.0,629.0,260304.0,0.3764783210736339,35642.0,108.0,0.2710898710137682
35.0,2.0,1.0,3.0,142017.0,230729.0,536.0,3967.0,0.1056688235336699,25516.0,36.0,0.2829934552931884
24.0,1.0,0.0,1.0,17069.0,125733.0,532.0,7784.0,1.3940754296607571,34636.0,36.0,0.2411471393555439
27.0,1.0,1.0,2.0,32739.0,135564.0,584.0,50692.0,0.2977383581999802,8885.0,24.0,0.2117021231515896
37.0,1.0,2.0,0.0,63658.0,28450.0,629.0,14473.0,0.1838159161576917,16204.0,84.0,0.2334020278614575
57.0,1.0,0.0,1.0,232510.0,276306.0,646.0,18975.0,0.0598403299921352,29632.0,48.0,0.2180514415928115
46.0,1.0,0.0,3.0,85452.0,20148.0,563.0,20588.0,0.1535211207764734,18430.0,96.0,0.2692046065688827
48.0,3.0,0.0,3.0,68832.0,4520.0,547.0,87429.0,0.1469987086205482,9833.0,36.0,0.197512831269205
32.0,2.0,0.0,1.0,19298.0,1830.0,565.0,52563.0,0.9247832822381808,19566.0,24.0,0.211865793644741
36.0,0.0,0.0,1.0,112896.0,127506.0,599.0,2279.0,0.1464076568582073,25986.0,60.0,0.2458428522588706
45.0,2.0,0.0,0.0,55690.0,98321.0,531.0,59248.0,0.6802324912807213,49007.0,36.0,0.2986661176590342
75.0,2.0,0.0,3.0,75804.0,160465.0,638.0,4088.0,0.1172570578367638,10931.0,120.0,0.2552281139756874
39.0,1.0,0.0,0.0,22074.0,4186.0,609.0,26769.0,1.3769215168215962,60015.0,48.0,0.2373590197801873
52.0,1.0,0.0,0.0,123736.0,27769.0,650.0,7295.0,0.0458529660782961,14539.0,72.0,0.1692214513176036
45.0,0.0,2.0,0.0,86228.0,13847.0,589.0,52946.0,0.2280913802546265,19148.0,36.0,0.208561397960708
49.0,0.0,0.0,3.0,111439.0,1916.0,597.0,59530.0,0.1186243507925462,20504.0,84.0,0.2296497475364751
24.0,1.0,2.0,1.0,38684.0,100915.0,608.0,44525.0,0.3958005731886787,26046.0,48.0,0.2145562775810307
32.0,0.0,0.0,2.0,73357.0,2647.0,618.0,44449.0,0.2457499684877088,29270.0,36.0,0.1841540021013002
43.0,1.0,0.0,3.0,21856.0,54036.0,578.0,13459.0,0.4363680756321045,11910.0,48.0,0.2392158277122974
37.0,1.0,0.0,3.0,29594.0,125875.0,485.0,41215.0,0.6959863614213831,38791.0,84.0,0.3855492
42.0,1.0,0.0,3.0,179456.0,28417.0,507.0,19051.0,0.0626333212536678,23407.0,48.0,0.2496564357614254
36.0,0.0,0.0,4.0,52516.0,68470.0,606.0,21641.0,0.1777913131891226,16677.0,84.0,0.2602141598822714
44.0,1.0,0.0,1.0,50641.0,30045.0,634.0,9536.0,0.3550330165291864,19461.0,36.0,0.181747456699307
32.0,1.0,0.0,1.0,64819.0,27721.0,575.0,2576.0,0.2747317909155815,34331.0,72.0,0.2562483851181854
31.0,2.0,0.0,1.0,81667.0,101870.0,624.0,30858.0,0.2637763044272658,27184.0,96.0,0.2555524157137857
52.0,3.0,0.0,2.0,91702.0,7026.0,627.0,56265.0,0.119585350224985,18310.0,36.0,0.2004137900887434
35.0,1.0,0.0,4.0,15000.0,42760.0,620.0,30600.0,1.2899837924808688,48307.0,72.0,0.2463581020743019
30.0,2.0,0.0,3.0,66554.0,57910.0,543.0,15216.0,0.1966746083215791,25306.0,84.0,0.308322341608986
43.0,2.0,0.0,3.0,56613.0,179210.0,564.0,47469.0,0.2815708476003528,25148.0,36.0,0.241327041378289
31.0,2.0,1.0,0.0,84708.0,15021.0,547.0,1980.0,0.4151733581570273,72534.0,48.0,0.3094577873717567
45.0,2.0,0.0,0.0,15855.0,1319.0,607.0,39162.0,2.3187046003850087,47214.0,36.0,0.2497468954767424
33.0,1.0,0.0,1.0,16444.0,5862.0,558.0,15052.0,1.2789604588714445,30766.0,60.0,0.2514290157412757
50.0,0.0,1.0,1.0,68805.0,46859.0,513.0,13207.0,0.130090335666954,11352.0,60.0,0.265966390176675
21.0,2.0,2.0,3.0,75422.0,308231.0,566.0,10617.0,0.2269510766145294,31973.0,48.0,0.2020381450504049
53.0,1.0,0.0,3.0,45172.0,11767.0,642.0,70478.0,0.2567923562470476,29226.0,60.0,0.2032789366228429
54.0,1.0,0.0,4.0,55278.0,9024.0,542.0,357065.0,0.2916489252529037,29971.0,48.0,0.2225856256849819
47.0,2.0,0.0,0.0,31354.0,21973.0,588.0,4050.0,0.3723021385632791,12736.0,72.0,0.2673612277621982
59.0,1.0,0.0,3.0,47336.0,235425.0,614.0,18581.0,0.2305435365013001,21493.0,60.0,0.2058215665361624
46.0,2.0,0.0,4.0,35948.0,85758.0,597.0,21726.0,0.3722753516945089,16967.0,48.0,0.235788994561969
48.0,1.0,0.0,3.0,67761.0,40190.0,572.0,18256.0,0.4564363519969797,51983.0,36.0,0.2581768099527548
33.0,2.0,0.0,1.0,48818.0,1891.0,623.0,37693.0,0.1615415168089967,10454.0,72.0,0.2240344371785743
40.0,2.0,0.0,4.0,89204.0,45046.0,632.0,87008.0,0.1347277145229905,6032.0,36.0,0.1814851793852045
18.0,1.0,0.0,1.0,64011.0,4409.0,608.0,41225.0,0.1091492428662098,12479.0,60.0,0.2137396980446769
47.0,1.0,0.0,4.0,60083.0,1616.0,602.0,184890.0,0.3600212583968267,53198.0,84.0,0.2535411507738634
45.0,2.0,0.0,3.0,59107.0,7839.0,608.0,69731.0,0.2535194447897316,14945.0,72.0,0.2336695464371791
45.0,0.0,0.0,0.0,59034.0,3795.0,540.0,141209.0,0.2956658780365792,19464.0,36.0,0.2813568
31.0,1.0,0.0,3.0,25670.0,9894.0,539.0,20456.0,0.4207512139733653,11718.0,48.0,0.2229335616417171
32.0,2.0,0.0,3.0,31898.0,91518.0,469.0,5961.0,0.4522701673980029,32912.0,60.0,0.2932497869719985
52.0,0.0,2.0,3.0,37808.0,9426.0,543.0,86710.0,0.5333203014680028,28006.0,36.0,0.2444533796073976
50.0,1.0,1.0,3.0,54152.0,93050.0,622.0,3852.0,0.271637601431909,23962.0,36.0,0.2067773138615017
53.0,2.0,0.0,1.0,59112.0,6163.0,591.0,444971.0,0.0832045548183969,8758.0,96.0,0.2416310960327347
44.0,2.0,0.0,4.0,102727.0,51180.0,621.0,21402.0,0.1144694599636559,22894.0,60.0,0.1828603434263843
32.0,0.0,0.0,3.0,38796.0,8496.0,503.0,27722.0,0.5104528607508805,24141.0,120.0,0.3597740957089619
29.0,2.0,0.0,0.0,77688.0,66618.0,560.0,8935.0,0.1748020890764593,26328.0,96.0,0.2705296186578607
55.0,2.0,0.0,3.0,15000.0,18741.0,639.0,6543.0,1.1428727086274804,24301.0,24.0,0.1614964852611848
41.0,2.0,0.0,0.0,41740.0,5874.0,636.0,57062.0,0.2555466021693087,16806.0,96.0,0.2505654032739577
50.0,3.0,1.0,1.0,90167.0,95659.0,673.0,26881.0,0.1929663906556607,35056.0,72.0,0.2020854582630565
27.0,1.0,2.0,3.0,24655.0,47384.0,568.0,28115.0,0.5157475474887541,22767.0,48.0,0.2498093868792818
37.0,0.0,0.0,1.0,21223.0,66431.0,526.0,43822.0,0.5144635529182543,7124.0,36.0,0.2542999976160651
41.0,2.0,0.0,3.0,27639.0,8939.0,573.0,82102.0,0.8379942407099958,40102.0,48.0,0.223051811355739
51.0,2.0,0.0,4.0,170964.0,10623.0,642.0,10159.0,0.0717190644728394,30676.0,60.0,0.2271649180846712
46.0,1.0,0.0,0.0,15000.0,104257.0,532.0,36000.0,1.11684277745562,35492.0,48.0,0.2805322121973712
38.0,0.0,1.0,3.0,38167.0,129533.0,592.0,14689.0,0.3411499882174822,10303.0,96.0,0.2426603503556756
30.0,1.0,0.0,1.0,43310.0,23437.0,566.0,10308.0,0.5218998214858559,38009.0,96.0,0.3058186854654203
44.0,1.0,0.0,3.0,15000.0,474038.0,588.0,22556.0,0.9602231910360268,26563.0,48.0,0.2098160677696806
45.0,1.0,0.0,4.0,163948.0,56104.0,569.0,14745.0,0.0617844545289851,21534.0,48.0,0.2102628992865003
39.0,1.0,0.0,1.0,30237.0,94148.0,630.0,3202.0,0.7076145384973354,48720.0,60.0,0.2552433873435127
38.0,1.0,0.0,3.0,67113.0,9211.0,602.0,12974.0,0.1230475867384539,9622.0,60.0,0.2548738505580109
46.0,3.0,0.0,3.0,16070.0,185540.0,493.0,6841.0,0.4435244895170201,11614.0,36.0,0.2808866564091296
36.0,1.0,0.0,1.0,44683.0,5848.0,563.0,15948.0,0.2225429523612891,23202.0,48.0,0.222104307221732
42.0,2.0,0.0,3.0,154858.0,5081.0,632.0,23215.0,0.1779429122636978,36243.0,60.0,0.2702916
48.0,2.0,0.0,0.0,22115.0,75639.0,614.0,28712.0,0.4542694990310696,17656.0,60.0,0.2547746122757809
26.0,1.0,0.0,1.0,16276.0,8850.0,580.0,65689.0,0.8549206230586791,20463.0,36.0,0.2332218323688432
28.0,2.0,0.0,0.0,37391.0,280130.0,559.0,12516.0,0.2626172912167137,19002.0,72.0,0.3054024
57.0,2.0,0.0,0.0,89750.0,5362.0,632.0,461674.0,0.1221284996330349,19308.0,36.0,0.1876058225309361
34.0,2.0,0.0,3.0,39561.0,78399.0,610.0,40510.0,0.3166217685183051,24808.0,60.0,0.2380167781448387
33.0,2.0,0.0,1.0,49518.0,126494.0,608.0,9636.0,0.321270777231,28137.0,48.0,0.1929754800483885
44.0,1.0,0.0,4.0,300000.0,50062.0,615.0,25755.0,0.052816842158335,28862.0,48.0,0.2187820323856071
55.0,0.0,1.0,1.0,93820.0,34270.0,532.0,25420.0,0.0520165497456571,6468.0,48.0,0.2588980142132142
25.0,3.0,2.0,1.0,41420.0,26587.0,533.0,19264.0,0.4837184293561642,30560.0,36.0,0.2773103758975169
52.0,2.0,0.0,3.0,27012.0,1693.0,563.0,61514.0,0.4139637713412669,18673.0,84.0,0.2659339450649647
54.0,0.0,0.0,0.0,78675.0,242167.0,483.0,33991.0,0.1325421276653088,17005.0,48.0,0.2564580307444197
36.0,0.0,1.0,1.0,54130.0,106382.0,513.0,29079.0,0.5449291790205775,52676.0,36.0,0.2606185206174088
53.0,2.0,0.0,4.0,92275.0,175578.0,616.0,18456.0,0.1287160064186467,19522.0,72.0,0.2390038101702064
51.0,1.0,2.0,4.0,37017.0,201216.0,581.0,12048.0,1.0628060879841863,71916.0,36.0,0.2510836796901444
47.0,1.0,0.0,3.0,35624.0,52821.0,624.0,39518.0,0.2411136581155517,11549.0,48.0,0.2054234690266497
61.0,2.0,0.0,1.0,40145.0,14615.0,612.0,39404.0,0.6734596599519029,19186.0,12.0,0.2138232
40.0,1.0,0.0,4.0,50076.0,1556.0,520.0,29998.0,0.328621107553225,22037.0,36.0,0.2267658134131947
53.0,2.0,0.0,2.0,80227.0,44477.0,614.0,11256.0,0.0978543291943469,9565.0,36.0,0.2198415263635694
36.0,1.0,0.0,3.0,86528.0,4064.0,402.0,128677.0,0.1912542075548421,20237.0,36.0,0.3417964176435399
31.0,1.0,0.0,1.0,48171.0,7978.0,602.0,86643.0,0.167353236555213,18530.0,72.0,0.2532062671854244
32.0,1.0,0.0,1.0,28739.0,421890.0,493.0,20807.0,0.4100889465259025,13958.0,36.0,0.2019664
42.0,1.0,0.0,3.0,77167.0,7938.0,556.0,56345.0,0.1985574185238545,10328.0,12.0,0.1840037704121297
39.0,1.0,0.0,3.0,99810.0,24740.0,418.0,23184.0,0.150378398935784,38401.0,84.0,0.2835208
42.0,1.0,2.0,3.0,61743.0,3085.0,608.0,150433.0,0.2754694632473156,25164.0,24.0,0.2166956122064529
61.0,2.0,0.0,1.0,55467.0,21087.0,677.0,32558.0,0.1648051959590995,15902.0,36.0,0.1519538891281377
46.0,0.0,0.0,4.0,31379.0,122160.0,626.0,13796.0,0.2240930607155192,13887.0,60.0,0.1751497668362798
42.0,0.0,0.0,1.0,38401.0,31826.0,577.0,9742.0,0.6723114152247907,37273.0,48.0,0.2764352603976343
30.0,1.0,0.0,2.0,43377.0,22144.0,634.0,53531.0,0.1902776345397747,14862.0,48.0,0.1854384243852339
51.0,1.0,0.0,1.0,333715.0,146735.0,506.0,7417.0,0.1051316070773785,32528.0,48.0,0.3294336
40.0,1.0,0.0,3.0,25812.0,9438.0,501.0,31731.0,0.988481729894524,17247.0,96.0,0.3267990460310521
57.0,3.0,0.0,3.0,20071.0,31784.0,609.0,20636.0,0.4079418690832164,9627.0,36.0,0.2031417433571558
46.0,2.0,2.0,1.0,62463.0,187427.0,615.0,19023.0,0.1941850538507085,28201.0,72.0,0.2489166773058159
59.0,1.0,0.0,1.0,88691.0,126912.0,491.0,3314.0,0.1906164624192637,25978.0,48.0,0.25032745028803
47.0,2.0,2.0,1.0,95128.0,46757.0,590.0,10251.0,0.1798856300341311,16875.0,60.0,0.2460781663261258
49.0,1.0,0.0,1.0,40886.0,10833.0,588.0,5487.0,0.8855710635424124,22694.0,12.0,0.1750916290855214
25.0,3.0,0.0,3.0,25282.0,295108.0,569.0,20378.0,0.6792441611076361,20909.0,72.0,0.2660950303250903
30.0,2.0,0.0,0.0,84937.0,90275.0,472.0,13583.0,0.0943447507925691,9175.0,48.0,0.2704602319505353
38.0,1.0,0.0,3.0,45778.0,53951.0,557.0,3737.0,0.2783872761059734,15035.0,48.0,0.2154663332286583
26.0,2.0,0.0,3.0,198662.0,2405.0,514.0,101744.0,0.0426792142466748,14577.0,72.0,0.2871807476147466
39.0,2.0,0.0,0.0,26227.0,126506.0,466.0,4334.0,0.2327395977292675,8175.0,60.0,0.2639358442505098
26.0,3.0,0.0,1.0,45327.0,9761.0,468.0,433091.0,0.3020330535797254,27824.0,48.0,0.2385303674289436
45.0,1.0,0.0,1.0,44816.0,89295.0,565.0,24005.0,0.9367158032381364,33545.0,12.0,0.2204322130730452
21.0,1.0,0.0,3.0,25937.0,61508.0,579.0,12707.0,1.3041550169200062,75690.0,60.0,0.2623691684057666
33.0,1.0,0.0,3.0,139885.0,5257.0,573.0,21614.0,0.1514316690549665,17616.0,24.0,0.1703268217722547
38.0,0.0,0.0,0.0,30904.0,182487.0,491.0,86497.0,0.3129484537700001,13283.0,60.0,0.2653871962700216
64.0,2.0,0.0,1.0,53117.0,9870.0,612.0,18316.0,0.4212118379386131,35607.0,36.0,0.2044983734197578
42.0,1.0,0.0,3.0,80081.0,37225.0,536.0,12135.0,0.31985973070884,25663.0,24.0,0.186725516041068
46.0,1.0,1.0,4.0,54118.0,170616.0,614.0,22928.0,0.2830841016418891,21849.0,36.0,0.1961091894680008
18.0,1.0,0.0,4.0,159749.0,5178.0,605.0,20578.0,0.0315190128664249,11101.0,120.0,0.2852164919639154
48.0,1.0,0.0,4.0,29202.0,34513.0,593.0,3250.0,0.8467862866322764,60025.0,72.0,0.2626089874219959
25.0,2.0,0.0,3.0,89164.0,3761.0,411.0,38405.0,0.0966667647495776,11231.0,36.0,0.2461624452069899
50.0,0.0,0.0,2.0,130124.0,50992.0,619.0,9084.0,0.1186434199441308,12170.0,84.0,0.2415907016921635
43.0,0.0,2.0,0.0,31946.0,63056.0,619.0,2678.0,0.7003456107266696,60388.0,108.0,0.302534039435112
39.0,1.0,0.0,0.0,34487.0,3014.0,603.0,71764.0,0.2110192550973408,5959.0,36.0,0.2098235845897054
49.0,0.0,0.0,3.0,97345.0,38621.0,516.0,11556.0,0.2607665587313296,19634.0,12.0,0.2091129420982145
33.0,1.0,0.0,3.0,15000.0,313160.0,548.0,29774.0,0.9353473456547088,17427.0,48.0,0.2190776819587893
27.0,1.0,1.0,0.0,38101.0,46242.0,608.0,59086.0,0.384795778589066,18269.0,24.0,0.1660060456740798
63.0,1.0,1.0,1.0,24086.0,8829.0,650.0,6332.0,0.7474327304229861,21122.0,24.0,0.1708890837607804
22.0,1.0,2.0,3.0,18325.0,58783.0,528.0,16167.0,0.4112058446042802,9668.0,48.0,0.2636100722245533
18.0,1.0,0.0,3.0,34421.0,28824.0,479.0,27791.0,0.7844396538192873,43426.0,36.0,0.2523880940440013
46.0,1.0,0.0,0.0,49840.0,223980.0,606.0,10406.0,0.218384513938261,21239.0,84.0,0.2481053650606498
26.0,1.0,0.0,1.0,24366.0,1452.0,618.0,17363.0,0.353481689116603,15849.0,84.0,0.2554904662695278
50.0,1.0,0.0,3.0,22787.0,2918.0,627.0,150658.0,0.4452958073633968,20061.0,60.0,0.1874472358052462
55.0,1.0,0.0,0.0,15508.0,1350.0,597.0,54798.0,0.5312354660753149,11067.0,72.0,0.2579472402535889
37.0,1.0,2.0,0.0,49175.0,4277.0,599.0,25532.0,0.2531972040613772,11048.0,84.0,0.247076291569856
45.0,1.0,0.0,0.0,48983.0,289962.0,616.0,104730.0,0.6872534571910525,15953.0,72.0,0.250594918285593
39.0,1.0,0.0,4.0,57488.0,168819.0,602.0,5743.0,0.1417701890393098,17953.0,60.0,0.2144301947236557
22.0,2.0,2.0,1.0,34159.0,513251.0,514.0,28347.0,0.2401898406050321,9378.0,48.0,0.2244228822404113
49.0,2.0,1.0,3.0,31097.0,6354.0,567.0,14408.0,0.331910860757161,17091.0,72.0,0.253555723079127
40.0,2.0,0.0,1.0,48252.0,17031.0,603.0,9598.0,0.4281287039852985,19642.0,36.0,0.2437703999999999
41.0,1.0,1.0,1.0,74359.0,109930.0,582.0,16972.0,0.2574484281919885,49634.0,60.0,0.2109072
43.0,1.0,0.0,1.0,22595.0,87913.0,598.0,62725.0,0.7041726158043051,31636.0,60.0,0.2327824157850639
18.0,1.0,0.0,1.0,78885.0,9562.0,589.0,22214.0,0.1579831386108325,17070.0,60.0,0.2231751935062841
47.0,3.0,0.0,2.0,26475.0,39488.0,574.0,11195.0,0.5424949047540026,32083.0,96.0,0.3009554894839195
36.0,1.0,1.0,3.0,106078.0,23569.0,557.0,13764.0,0.1472615080728201,23835.0,48.0,0.25035126513231
67.0,1.0,0.0,3.0,36711.0,1351.0,515.0,12290.0,0.2472529915849323,17278.0,72.0,0.2280358824686636
27.0,2.0,0.0,0.0,37460.0,132542.0,513.0,13719.0,0.4618210660894604,31794.0,60.0,0.326831038293379
49.0,1.0,0.0,4.0,38620.0,22168.0,605.0,6859.0,0.1643486268080835,13019.0,96.0,0.2708683095367615
53.0,2.0,0.0,3.0,51933.0,49787.0,569.0,38146.0,0.1962109983324035,16799.0,48.0,0.2231549685991191
29.0,1.0,0.0,3.0,51159.0,129504.0,573.0,23278.0,0.3002658646047088,25342.0,48.0,0.2806104
26.0,0.0,0.0,1.0,29721.0,37080.0,588.0,4111.0,0.4890754684709625,27435.0,84.0,0.2696821111770549
51.0,1.0,2.0,4.0,29989.0,22903.0,614.0,10169.0,0.4276429079557294,13786.0,60.0,0.2288395796350427
33.0,2.0,1.0,0.0,41554.0,37769.0,524.0,36319.0,0.2179915727849489,22995.0,120.0,0.2742154798080647
28.0,1.0,0.0,1.0,114692.0,3108.0,574.0,30673.0,0.1001191386809616,12232.0,60.0,0.248436940783854
34.0,2.0,0.0,2.0,18618.0,99028.0,583.0,3089.0,1.699555072606949,37442.0,24.0,0.2390687120227109
43.0,1.0,0.0,0.0,19932.0,39487.0,568.0,8213.0,0.503555435720552,15280.0,72.0,0.2271136608505698
55.0,1.0,0.0,0.0,41334.0,52723.0,620.0,9309.0,0.650951041749199,53707.0,36.0,0.2077446017772665
43.0,1.0,0.0,3.0,52731.0,242935.0,599.0,16775.0,0.2150972386122523,11577.0,36.0,0.1914074898553908
59.0,2.0,2.0,2.0,107271.0,143281.0,680.0,21544.0,0.1174561810352992,23971.0,60.0,0.1670692630417841
60.0,1.0,1.0,4.0,34246.0,370001.0,575.0,5221.0,0.4845906303525111,27884.0,60.0,0.2576231424384162
44.0,1.0,0.0,1.0,79346.0,10799.0,636.0,11325.0,0.1542595594929461,11095.0,24.0,0.1424536705495784
18.0,2.0,2.0,4.0,39699.0,5019.0,554.0,51661.0,0.5338287374363689,37952.0,60.0,0.2992116358607223
28.0,3.0,2.0,3.0,40578.0,54537.0,546.0,4570.0,0.3672839899306033,13182.0,72.0,0.2374101989590125
39.0,1.0,0.0,1.0,36578.0,231651.0,643.0,10429.0,0.1854819329725987,6403.0,36.0,0.1576865532140114
66.0,2.0,0.0,3.0,29632.0,73368.0,538.0,6412.0,0.6891028740963983,36877.0,36.0,0.2491802225599515
46.0,1.0,0.0,3.0,15000.0,41482.0,563.0,7889.0,1.1652778746228831,27543.0,36.0,0.2462140222423414
38.0,1.0,0.0,1.0,51387.0,15564.0,597.0,6226.0,0.4078829151207573,23606.0,36.0,0.2192896752955567
42.0,1.0,0.0,1.0,21588.0,84136.0,508.0,38122.0,1.039028568192704,22746.0,36.0,0.3044952
57.0,1.0,0.0,4.0,77291.0,141055.0,556.0,8450.0,0.714587863690996,46012.0,12.0,0.2205130889742884
48.0,2.0,1.0,1.0,17777.0,15171.0,605.0,15502.0,1.0546231874366223,39532.0,60.0,0.2347919393750029
46.0,2.0,0.0,0.0,119170.0,4416.0,450.0,33523.0,0.1164450008493929,26956.0,120.0,0.3904951359610176
31.0,1.0,1.0,0.0,39443.0,145808.0,563.0,35143.0,0.2723111717521993,13592.0,36.0,0.2013518428954424
49.0,1.0,0.0,3.0,63517.0,114733.0,501.0,45302.0,0.2533730556904678,35589.0,84.0,0.3303125455417858
29.0,1.0,0.0,3.0,37098.0,11568.0,569.0,41600.0,0.2813075581667249,18782.0,72.0,0.2161734408036615
26.0,0.0,0.0,0.0,26592.0,82249.0,579.0,6519.0,0.2625385875655811,13458.0,48.0,0.216952732485707
47.0,2.0,0.0,0.0,46307.0,9843.0,476.0,170598.0,0.3744104624269716,18495.0,36.0,0.2697544923302725
29.0,3.0,0.0,4.0,77809.0,2684.0,563.0,34047.0,0.1237532607508508,16300.0,48.0,0.2685118984366822
49.0,1.0,0.0,0.0,35595.0,31525.0,607.0,19001.0,0.2682155618612469,9913.0,36.0,0.1784218799830446
36.0,0.0,0.0,0.0,23129.0,9365.0,582.0,16379.0,0.4127565046160834,13154.0,108.0,0.2788275803101137
34.0,1.0,0.0,1.0,33428.0,6520.0,586.0,31789.0,0.3049956310241576,8534.0,72.0,0.2104512190032907
36.0,2.0,0.0,1.0,32297.0,100286.0,601.0,64680.0,0.5650662746889064,14476.0,24.0,0.2127687132546489
35.0,1.0,2.0,1.0,160372.0,32415.0,629.0,21750.0,0.4690061322187449,64286.0,12.0,0.231019644805847
23.0,1.0,0.0,3.0,33961.0,302105.0,557.0,35763.0,0.5058212890646118,24653.0,48.0,0.2731085342553294
